UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XCMPFEE1,CMPFEE1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XCMPFEE2,CMPFEE2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XCMPFEE3,CMPFEE3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,XCMP1AY0,CMP1AY0,XCMP1AY1,CMP1AY1,XCMP1AY2,CMP1AY2,XCMP1AY3,CMP1AY3,CMP1GTD,XCMP2AY0,CMP2AY0,XCMP2AY1,CMP2AY1,XCMP2AY2,CMP2AY2,XCMP2AY3,CMP2AY3,CMP2GTD,XCMP3AY0,CMP3AY0,XCMP3AY1,CMP3AY1,XCMP3AY2,CMP3AY2,XCMP3AY3,CMP3AY3,CMP3GTD 
100858,R,7296,R,1402,R,304,A,.,R,7296,R,1402,R,304,A,.,R,21888,R,1402,R,912,A,.,R,7290,R,1402,R,405,R,7290,R,1402,R,405,R,21870,R,1402,R,1215,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,7290,R,10968,R,21870,R,10968,Y,.,Y,.,Y,.,Y,.,R,7290,R,9402,R,21870,R,17402,Y,.,Y,.,Y,.,Y,.,R,5880,R,620,R,6500,R,6240,R,732,R,6972,R,7008,R,892,R,7900,R,7296,R,1402,R,8698,.,.,R,5880,R,620,R,6500,R,6240,R,732,R,6972,R,7008,R,892,R,7900,R,7296,R,1402,R,8698,.,.,R,17640,R,620,R,18260,R,18720,R,732,R,19452,R,21024,R,892,R,21916,R,21870,R,1402,R,23272,.,.,R,1100,R,1100,R,1100,R,1100,R,7968,R,8972,R,9630,R,9992,R,2398,R,2446,R,2510,R,2562,R,7968,R,8972,R,9630,R,9992,R,2398,R,2446,R,2510,R,2562,R,2398,R,2446,R,2510,R,2562,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
100937,R,28250,R,1040,R,1177,A,.,R,28250,R,1040,R,1177,A,.,R,28250,R,1040,R,1177,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,24780,R,806,R,25586,R,25800,R,946,R,26746,R,26900,R,990,R,27890,R,28250,R,1040,R,29290,.,.,R,24780,R,806,R,25586,R,25800,R,946,R,26746,R,26900,R,990,R,27890,R,28250,R,1040,R,29290,.,.,R,24780,R,806,R,25586,R,25800,R,946,R,26746,R,26900,R,990,R,27890,R,28250,R,1040,R,29290,.,.,R,1100,R,1100,R,1200,R,1260,R,9105,R,9800,R,10210,R,9620,R,900,R,1000,R,1050,R,1100,R,9105,R,9236,R,9500,R,9575,R,900,R,1000,R,1050,R,1100,R,600,R,700,R,800,R,900,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101028,R,3210,R,930,R,107,A,.,R,3210,R,930,R,107,A,.,R,6420,R,930,R,214,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2130,R,570,R,2700,R,2130,R,810,R,2940,R,2700,R,810,R,3510,R,3210,R,930,R,4140,.,.,R,2130,R,570,R,2700,R,2130,R,810,R,2940,R,2700,R,810,R,3510,R,3210,R,930,R,4140,.,.,R,4260,R,570,R,4830,R,4260,R,810,R,5070,R,5400,R,810,R,6210,R,6420,R,930,R,7350,.,.,R,800,R,800,R,800,R,800,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5400,R,5400,R,5400,R,5400,R,1800,R,1800,R,1800,R,1800,R,1800,R,1800,R,1800,R,1800,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101073,R,7920,R,170,R,330,A,.,R,7920,R,170,R,330,A,.,R,7920,R,170,R,330,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6000,R,100,R,6100,R,7200,R,170,R,7370,R,7200,R,170,R,7370,R,7920,R,170,R,8090,.,.,R,6000,R,100,R,6100,R,7200,R,170,R,7370,R,7200,R,170,R,7370,R,7920,R,170,R,8090,.,.,R,6000,R,100,R,6100,R,7200,R,170,R,7370,R,7200,R,170,R,7370,R,7920,R,170,R,8090,.,.,R,750,R,750,R,750,R,1400,R,3500,R,3700,R,3770,R,4150,R,3270,R,3270,R,3300,R,4400,R,3240,R,3240,R,3300,R,5800,R,3120,R,3120,R,3300,R,2800,R,1920,R,1920,R,2000,R,2700,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101116,R,15735,R,175,R,437,A,.,R,15735,R,175,R,437,A,.,R,15735,R,175,R,437,A,.,R,19224,R,1250,R,534,R,19224,R,1250,R,534,R,19224,R,1250,R,534,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14085,R,0,R,14085,R,14685,R,0,R,14685,R,15285,R,0,R,15285,R,15735,R,175,R,15910,.,.,R,14085,R,0,R,14085,R,14685,R,0,R,14685,R,15285,R,0,R,15285,R,15735,R,175,R,15910,.,.,R,14085,R,0,R,14085,R,14685,R,0,R,14685,R,15285,R,0,R,15285,R,15735,R,175,R,15910,.,.,R,1200,R,1200,R,1200,R,1500,A,.,A,.,R,4950,R,6750,A,.,A,.,R,9390,R,5064,R,8274,R,8469,R,8670,R,5613,R,5355,R,5769,R,9390,R,6327,R,5355,R,5769,R,9390,R,8358,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101143,R,2996,R,672,R,107,A,.,R,2996,R,672,R,107,A,.,R,5992,R,672,R,214,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2130,R,570,R,2700,R,2130,R,570,R,2700,R,2520,R,570,R,3090,R,2996,R,672,R,3668,.,.,R,2130,R,570,R,2700,R,2130,R,570,R,2700,R,2520,R,570,R,3090,R,2996,R,672,R,3668,.,.,R,4260,R,570,R,4830,R,4260,R,570,R,4830,R,5040,R,570,R,5610,R,5992,R,672,R,6664,.,.,R,800,R,800,R,800,R,800,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5400,R,5400,R,5400,R,5400,R,2696,R,2696,R,2696,R,2696,R,2696,R,2696,R,2696,R,2696,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101161,R,3210,R,870,R,136,A,.,R,3210,R,870,R,136,A,.,R,6420,R,870,R,243,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2130,R,660,R,2790,R,2130,R,660,R,2790,R,2730,R,630,R,3360,R,3210,R,870,R,4080,.,.,R,2130,R,660,R,2790,R,2130,R,660,R,2790,R,2730,R,630,R,3360,R,3210,R,870,R,4080,.,.,R,4260,R,660,R,4920,R,4260,R,660,R,4920,R,5430,R,630,R,6060,R,6420,R,870,R,7290,.,.,R,1000,R,1000,R,1000,R,1400,R,4050,R,4800,R,4800,R,5400,R,1700,R,1700,R,1700,R,2000,R,3000,R,3000,R,3000,R,3500,R,1900,R,1900,R,2500,R,3000,R,1500,R,1500,R,2100,R,2600,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101189,R,14730,R,1150,R,500,A,.,R,14730,R,1150,R,500,A,.,R,14730,R,1150,R,500,A,.,R,8190,R,120,R,455,R,8190,R,120,R,455,R,8190,R,120,R,455,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,24000,R,720,R,24000,R,720,R,12720,R,230,R,12950,R,12720,R,970,R,13690,R,13740,R,1070,R,14810,R,14730,R,1150,R,15880,.,.,R,12720,R,230,R,12950,R,12720,R,970,R,13690,R,13740,R,1070,R,14810,R,14730,R,1150,R,15880,.,.,R,12720,R,230,R,12950,R,12720,R,970,R,13690,R,13740,R,1070,R,14810,R,14730,R,1150,R,15880,.,.,R,1600,R,1600,R,1800,R,1800,R,6350,R,6570,R,6650,R,6650,R,3050,R,3050,R,3500,R,3500,R,6300,R,6520,R,7400,R,7400,R,3750,R,3750,R,3900,R,3900,R,3750,R,3750,R,3900,R,3900,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101240,R,3210,R,570,R,126,A,.,R,3210,R,570,R,126,A,.,R,6420,R,570,R,233,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2130,R,570,R,2700,R,2130,R,570,R,2700,R,2700,R,570,R,3270,R,3210,R,570,R,3780,.,.,R,2130,R,570,R,2700,R,2130,R,570,R,2700,R,2700,R,570,R,3270,R,3210,R,570,R,3780,.,.,R,4260,R,570,R,4830,R,4260,R,570,R,4830,R,5400,R,570,R,5970,R,6420,R,570,R,6990,.,.,R,800,R,800,R,1000,R,1000,R,3200,R,3200,R,3200,R,3200,R,825,R,825,R,825,R,825,R,4500,R,4500,R,4500,R,4500,R,2917,R,2917,R,2917,R,2917,R,2917,R,2917,R,2917,R,2917,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101286,R,2760,R,570,R,92,A,.,R,2760,R,570,R,92,A,.,R,5520,R,570,R,184,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2130,R,570,R,2700,R,2130,R,570,R,2700,R,2700,R,570,R,3270,R,2760,R,570,R,3330,.,.,R,2130,R,570,R,2700,R,2130,R,570,R,2700,R,2700,R,570,R,3270,R,2760,R,570,R,3330,.,.,R,4260,R,570,R,4830,R,4260,R,570,R,4830,R,5400,R,570,R,5970,R,5520,R,570,R,6090,.,.,R,1900,R,1900,R,1900,R,1900,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2983,R,2983,R,2983,R,2983,R,1467,R,1467,R,1467,R,1467,R,1467,R,1467,R,1467,R,1464,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101295,R,3210,R,870,R,107,A,.,R,3210,R,870,R,107,A,.,R,6420,R,870,R,214,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2130,R,570,R,2700,R,2130,R,570,R,2700,R,2700,R,870,R,3570,R,3210,R,870,R,4080,.,.,R,2130,R,570,R,2700,R,2130,R,570,R,2700,R,2700,R,870,R,3570,R,3210,R,870,R,4080,.,.,R,4260,R,570,R,4830,R,4260,R,570,R,4830,R,5400,R,870,R,6270,R,6420,R,870,R,7290,.,.,R,1400,R,1500,R,1600,R,1700,R,3300,R,3300,R,3300,R,3300,R,2600,R,2700,R,2700,R,2700,R,5300,R,5300,R,5300,R,5300,R,5300,R,5300,R,5300,R,5300,R,5200,R,5200,R,5200,R,5200,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101301,R,3210,R,570,R,107,A,.,R,3210,R,570,R,107,A,.,R,6420,R,570,R,214,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2130,R,570,R,2700,R,2130,R,570,R,2700,R,2700,R,570,R,3270,R,3210,R,570,R,3780,.,.,R,2130,R,570,R,2700,R,2130,R,570,R,2700,R,2700,R,570,R,3270,R,3210,R,570,R,3780,.,.,R,4260,R,570,R,4830,R,4260,R,570,R,4830,R,5400,R,570,R,5970,R,6420,R,570,R,6990,.,.,R,1400,R,1400,R,1400,R,1400,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9100,R,9100,R,9100,R,9100,R,7500,R,7500,R,7500,R,7500,R,6500,R,6500,R,6500,R,6500,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101365,R,11040,R,0,R,460,A,.,R,11040,Z,0,R,460,A,.,R,11040,Z,0,R,460,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9660,R,0,R,9660,R,10220,R,0,R,10220,R,10908,R,25,R,10933,R,11040,R,0,R,11040,.,.,R,9660,R,0,R,9660,R,10220,R,0,R,10220,R,10908,R,25,R,10933,R,11040,R,0,R,11040,.,.,R,9660,R,0,R,9660,R,10220,R,0,R,10220,R,10908,R,25,R,10933,R,11040,R,0,R,11040,.,.,R,0,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10890,R,10890,R,10818,R,10818,R,6390,R,6390,R,6075,R,6075,R,4824,R,4824,R,8919,R,8919,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101435,R,16702,R,850,R,558,A,.,R,16702,R,850,R,558,A,.,R,16702,R,850,R,558,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,19320,R,1000,R,20320,R,19990,R,1000,R,20990,R,19990,R,1000,R,20990,R,20990,R,1000,R,21990,0,.,R,19320,R,1000,R,20320,R,19990,R,1000,R,20990,R,19990,R,1000,R,20990,R,20990,R,1000,R,21990,0,.,R,19320,R,1000,R,20320,R,19990,R,1000,R,20990,R,19990,R,1000,R,20990,R,20990,R,1000,R,21990,0,.,R,1000,R,1000,R,1000,R,1000,R,6950,R,7500,R,8000,R,8000,R,900,R,900,R,1035,R,1035,R,6000,R,6000,R,6000,R,6000,R,900,R,900,R,1035,R,1035,R,700,R,900,R,1035,R,1035,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101453,R,8952,R,840,R,373,A,.,R,8952,R,840,R,373,A,.,R,8952,R,840,R,373,A,.,R,3762,R,450,R,209,R,3762,R,450,R,209,R,3762,R,450,R,209,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7728,R,480,R,8208,R,8709,R,480,R,9189,R,8520,R,840,R,9360,R,11190,R,840,R,12030,.,.,R,7728,R,480,R,8208,R,8709,R,480,R,9189,R,8520,R,840,R,9360,R,11190,R,840,R,12030,.,.,R,7728,R,480,R,8208,R,8709,R,480,R,9189,R,8520,R,840,R,9360,R,11190,R,840,R,12030,.,.,R,1000,R,1000,R,1000,R,1000,R,3000,R,3650,R,3700,R,5426,R,2100,R,2250,R,2100,R,2631,R,8900,R,9100,R,9450,R,9234,R,5500,R,6000,R,6600,R,3450,R,2750,R,3000,R,3720,R,3557,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101462,R,2568,R,576,R,107,A,.,R,2568,R,576,R,107,A,.,R,5136,R,576,R,214,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1728,R,432,R,2160,R,2184,R,432,R,2616,R,2184,R,552,R,2736,R,2568,R,576,R,3144,.,.,R,1728,R,432,R,2160,R,2184,R,432,R,2616,R,2184,R,552,R,2736,R,2568,R,576,R,3144,.,.,R,3456,R,432,R,3888,R,4368,R,432,R,4800,R,4368,R,552,R,4920,R,5136,R,576,R,5712,.,.,R,1800,R,1800,R,1800,R,1800,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4725,R,4725,R,4725,R,4725,R,2500,R,2500,R,2500,R,2500,R,2500,R,2500,R,2500,R,2500,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101471,R,3852,R,684,R,107,A,.,R,3852,R,684,R,107,A,.,R,3852,R,684,R,107,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3060,R,684,R,3744,R,3060,R,684,R,3744,R,3240,R,684,R,3924,R,3852,R,684,R,4536,.,.,R,3060,R,684,R,3744,R,3060,R,684,R,3744,R,3240,R,684,R,3924,R,3852,R,684,R,4536,.,.,R,3060,R,684,R,3744,R,3060,R,684,R,3744,R,3240,R,684,R,3924,R,3852,R,684,R,4536,.,.,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101480,R,7650,R,0,R,255,A,.,R,7650,R,0,R,255,A,.,R,15300,R,0,R,510,A,.,R,8064,R,0,R,336,R,8064,R,0,R,336,R,16128,R,0,R,672,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4560,R,0,R,4560,R,4992,R,0,R,4992,R,5424,R,0,R,5424,R,6120,R,0,R,6120,.,.,R,4560,R,0,R,4560,R,4992,R,0,R,4992,R,5424,R,0,R,5424,R,6120,R,0,R,6120,.,.,R,9120,R,0,R,9120,R,9984,R,0,R,9984,R,10848,R,0,R,10848,R,12240,R,0,R,12240,.,.,R,1100,R,1204,R,1204,R,1238,R,4215,R,5254,R,6162,R,6328,R,4503,R,4928,R,4928,R,5062,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101499,R,3210,R,578,R,107,A,.,R,3210,R,578,R,107,A,.,R,6420,R,578,R,214,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2130,R,578,R,2708,R,2130,R,578,R,2708,R,2700,R,578,R,3278,R,3210,R,578,R,3788,.,.,R,2130,R,578,R,2708,R,2130,R,578,R,2708,R,2700,R,578,R,3278,R,3210,R,578,R,3788,.,.,R,4260,R,578,R,4838,R,4260,R,578,R,4838,R,5400,R,578,R,5978,R,6420,R,578,R,6998,.,.,R,1200,R,1200,R,1200,R,1600,R,2800,R,2800,R,2800,R,3000,R,1800,R,1800,R,2200,R,2200,R,4116,R,4116,R,4116,R,4116,R,1800,R,2200,R,2200,R,2200,R,1800,R,2200,R,2200,R,2200,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
101505,R,3210,R,930,R,107,A,.,R,3210,R,930,R,107,A,.,R,6420,R,930,R,214,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2130,R,930,R,3060,R,2130,R,930,R,3060,R,2700,R,930,R,3630,R,3210,R,930,R,4140,.,.,R,2130,R,930,R,3060,R,2130,R,930,R,3060,R,2700,R,930,R,3630,R,3210,R,930,R,4140,.,.,R,4260,R,930,R,5190,R,4260,R,930,R,5190,R,5400,R,930,R,6330,R,6420,R,930,R,7350,.,.,R,1404,R,1500,R,1726,R,1834,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7444,R,7992,R,7714,R,8254,R,3908,R,4336,R,4234,R,4290,R,3908,R,4336,R,4234,R,4290,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
